block_id,cluster_id
blk_8492196963764530259,4
blk_7942183449206967755,4
blk_6223504502438507199,4
blk_7519257846502835091,4
blk_5272005015837990021,4
blk_7090935285617451450,4
blk_8145984793403459836,4
blk_7603278760520020831,4
blk_9169945668827621796,4
blk_-5668584889663038916,6
blk_5277338321835341602,2
blk_6973321719929905054,4
blk_5948455948626091880,4
blk_-3684613761619321001,2
blk_6497260538939100482,4
blk_-6991853982611346454,1
blk_6140788650991100539,8
blk_7754477838724397551,4
blk_-3452734573703603740,1
blk_-4034227974316905164,6
blk_-2016403519138424998,8
blk_2972699288862031202,7
blk_-4956232013010963754,7
blk_8894334107354324777,2
blk_-6035642070260562886,1
blk_4802366409699286298,2
blk_-1753161039594546561,7
blk_859668537217019080,1
blk_-2073265102548439691,8
blk_3083630442630693250,6
blk_-4624597753370705281,1
blk_-5236578579938215340,6
blk_-6592952246351162022,2
blk_-3329473910909732817,2
blk_-1347057913082589493,4
blk_-8198423074054354279,7
blk_391813102554451063,1
blk_-6449891932967810179,2
blk_-8563999607069929505,7
blk_-4304240611296196935,4
blk_-3663004104512304532,2
blk_-6909607053783233975,8
blk_-2141627858612526069,6
blk_5272731391668336674,7
blk_5491101910066444061,2
blk_5075966182561035053,4
blk_-5421365489363678155,6
blk_2294700909811950327,6
blk_7224257732880626802,6
blk_-8049908920306758342,6
blk_-6582383997201802925,2
blk_6746178639682808096,6
blk_-5363213609331400263,2
blk_-5586529360624346565,6
blk_2063252936853409868,6
blk_8752665860595246441,7
blk_2974262690755997396,1
blk_-7030770677241078854,2
blk_3318864983801406136,1
blk_-5255262711039499896,8
blk_-3612946656596896413,7
blk_8751697793900992450,6
blk_5816171803790152026,7
blk_-6068587951382721748,2
blk_5782729236964719738,8
blk_-2856928563366064757,6
blk_8348114876238571434,1
blk_1744485040428751334,7
blk_-7592643790414500555,8
blk_-5960135894031733009,6
blk_8952177028039691517,2
blk_939695665085237271,2
blk_6374836031306809839,8
blk_1394107495884949139,7
blk_-1751996688557225241,1
blk_-3990317238913332296,2
blk_7837529475466774167,1
blk_1057763407402503745,7
blk_8988793695103110546,2
blk_-5340841684362207777,6
blk_-2600305892036631113,2
blk_-2144263949276079479,2
blk_-6927870228542972281,7
blk_6610244864386894422,1
blk_774612454978154966,-1
blk_6672666770563118759,7
blk_4783621682384104986,7
blk_-1387034299358896632,1
blk_-5012639079435860269,2
blk_5600017220681756254,6
blk_8235751201501175836,7
blk_-8838161455213213548,7
blk_-3741526967786688540,6
blk_120277101968534224,6
blk_7535677865140289610,7
blk_-5814328448485070742,6
blk_1021828391502582165,2
blk_3202507081359904616,2
blk_102441832197223997,7
blk_3242229894054064344,6
blk_-7601381921195183756,4
blk_2157471834570224881,6
blk_-7029628814943626474,0
blk_-931590117143327078,7
blk_4967492069970766092,1
blk_-1485317050914225917,1
blk_1727371778357941761,7
blk_-2402036602753320612,2
blk_-1849105860762445186,6
blk_-7820996703068538967,7
blk_4984150784048864430,8
blk_1646909113279517647,6
blk_-8145226289286457574,2
blk_5809900021002850724,2
blk_2735034460607366827,7
blk_-7486746679002157277,7
blk_-8876879715755468215,7
blk_-4139299269696044017,8
blk_591323161994959677,7
blk_-5828360070550196756,1
blk_-7683667795522321323,1
blk_7733243482102436613,7
blk_2980964138205299397,7
blk_1589878256898761558,2
blk_-2746863406163228797,7
blk_3067558337579347170,-1
blk_8992894896370738220,7
blk_-7230947007726948080,-1
blk_1869228153483717375,7
blk_-3949633496933134307,2
blk_-8745453424063341007,1
blk_-2117066166574895060,6
blk_512039711533506696,2
blk_6017354285686373326,1
blk_5176855630425795751,2
blk_-4433556521525567493,6
blk_-5321676321043683563,1
blk_-357695136519539363,1
blk_-7603740654202748654,2
blk_1279439901767890758,1
blk_8942969309743886844,7
blk_469871968689793326,6
blk_2847401988110989655,8
blk_4307207852226914003,2
blk_3506875694435075421,2
blk_-4945182943709543868,2
blk_7550266985912909372,8
blk_-4619809198345103330,2
blk_4614530673206341566,6
blk_6125469222540396851,2
blk_6868050965297613251,7
blk_-7266711648018793699,7
blk_9146254623576405494,7
blk_-6966935672736779591,6
blk_-7411687001739959508,7
blk_6514181997629420906,1
blk_-4434479572312007079,7
blk_-3339018122410311668,1
blk_5272761429354463572,2
blk_-1680563440028826904,1
blk_-5671206752084326639,6
blk_1649162819905816843,-1
blk_-2541428592126088938,8
blk_6547729596040509998,2
blk_-3673133694834392576,7
blk_48742413802609430,6
blk_6085274723649229095,7
blk_-227411387418683230,6
blk_3079488924320077240,2
blk_692184983396207285,6
blk_-5009274684359267777,2
blk_2599050023684318911,6
blk_3911263675181899748,2
blk_5641239200978828454,7
blk_-8852638972311349374,7
blk_-719498947487451844,7
blk_-3170270010972115378,2
blk_6988110707613820142,7
blk_-1490623381339215624,1
blk_-2192382893903170466,7
blk_-6247364168500873179,2
blk_4234385041723406944,2
blk_8968608251219902913,6
blk_-8502460962248995911,2
blk_-1201318815778694289,6
blk_-9089815063425241739,6
blk_1389634598105954660,2
blk_557803157214911261,6
blk_-1435656632270396446,2
blk_7345322407792942877,1
blk_-8939321760994370713,1
blk_3958940914408609637,1
blk_5106303344783117537,8
blk_6628512193350164674,7
blk_-5587827566367944828,1
blk_-743349875664670637,7
blk_4581070264530964999,0
blk_2139707931694085102,0
blk_-3056652732896088330,0
blk_73389299186801686,0
blk_4963214289850966664,0
blk_-8082428389627750477,0
blk_6338761369201338121,-1
blk_7489155602821840025,0
blk_2038610753592374847,7
blk_2101007907134483259,0
blk_3848747149919646864,0
blk_8059204889272489644,0
blk_1683075246463470765,0
blk_9216955386716663841,7
blk_4048438071314937575,0
blk_-1432303681669932458,7
blk_1910039736720341651,0
blk_1646534811870220828,0
blk_-4984504651603069357,-1
blk_424461424221613461,0
blk_7297060562345904886,7
blk_-7391656937286046074,0
blk_387577766066135394,8
blk_6107935679779418195,7
blk_3584162266158512993,1
blk_-2591043665372016488,1
blk_-1732662141253491971,8
blk_4959462704623252283,7
blk_4553790855855864497,2
blk_-3261177124784025140,7
blk_7501235595045510958,6
blk_-3486808304671603275,7
blk_6563909003697001371,7
blk_4068667188725811395,1
blk_-7355153279766988632,7
blk_-4854562124894030819,7
blk_1828089683746536118,6
blk_1345503778930512538,-1
blk_4318179566727871532,2
blk_727000711161641724,1
blk_-2916658835497879256,2
blk_7227035060836018780,6
blk_4069436988023676023,2
blk_-3981735565440284420,6
blk_728165942214842306,7
blk_-3157541550945505354,7
blk_7838843222458775811,2
blk_3088175971503531298,1
blk_-3620767662957963389,6
blk_-5078186985701364847,7
blk_7193551490488433552,7
blk_-8022986908643041177,2
blk_-5003122231679852524,7
blk_-3276232266876914214,6
blk_-7667417209393167541,8
blk_-5400783031085008882,2
blk_-1197396592032418307,1
blk_7533949673910842243,1
blk_8842097432176169457,1
blk_560063894682806537,6
blk_2652444451422301232,6
blk_7016884347337429710,6
blk_-4174618838156947380,2
blk_-3402248757106237109,1
blk_-8915123233040672605,7
blk_-5633587983998853189,6
blk_2570966823909513791,1
blk_-6168484338203583997,6
blk_-3172594752427649592,7
blk_8285441926344578159,1
blk_7415823309220171667,2
blk_6749232449432458524,8
blk_-5427918313707752877,2
blk_-4673509946769671609,7
blk_-7803343374223161433,-1
blk_-3275237990609680332,2
blk_-8584158329012779023,7
blk_-4468166796563085237,7
blk_-463998587096565542,8
blk_578261619176233743,2
blk_-3897674589140998025,2
blk_-3573208405519699182,2
blk_4154740411570608045,2
blk_8188837227311063557,2
blk_-4208396523159735354,2
blk_7572868180557515526,7
blk_-1733803097614960767,1
blk_-7603795308074215276,8
blk_-2004529166303428909,8
blk_-5817942497672492100,7
blk_-7512746652453970810,1
blk_2618566506268332756,2
blk_-265588615173040885,7
blk_5971534893446541111,2
blk_4742178675580222210,7
blk_-900229825899812461,1
blk_300967862449910205,2
blk_2059389709317340334,2
blk_-6865167803683277211,1
blk_1321799290531408498,7
blk_-8507209254958698084,-1
blk_-7716943410942322104,6
blk_-6884056342993438262,7
blk_-4092973201423074374,2
blk_5240632065631390212,7
blk_-8907436477337775860,7
blk_-5340885607150360719,0
blk_6702054389824523327,0
blk_7703498406755483188,-1
blk_2904134648927436267,-1
blk_-7125370327234065733,0
blk_-5086369325828333421,7
blk_8478683141242372735,0
blk_668295516093167045,7
blk_-4737948505610037427,0
blk_1584196996810164915,-1
blk_1150231966878829887,-1
blk_2967299761311489673,0
blk_9095955277706686312,0
blk_-8558281124275910849,0
blk_6552418180158772377,7
blk_-3572295706132449090,0
blk_-1442905060580014339,7
blk_7760079751081658559,0
blk_798664047382151445,7
blk_8591104451552720112,7
blk_-531469051872229488,3
blk_-4657423175636611807,3
blk_-6117917602803602155,3
blk_-7584542530081657301,5
blk_4640277741339926850,5
blk_-7285565997486715015,5
blk_3652427357251545055,5
blk_5163387277374142808,5
blk_-1342669964196815853,5
blk_-424018194735922479,5
blk_-3754029959138975487,5
blk_-4149539113118855204,3
blk_5868517220927475394,5
blk_6093858391888371854,5
blk_7048740572660501729,5
blk_-2025578204394955498,5
blk_-795209964982424254,5
blk_7606019272539977822,5
blk_1960893136630391966,3
blk_-8632488927959646482,3
blk_1302893891174665780,5
blk_-490230821467544285,5
blk_4713968111267226537,3
blk_7473411975130090672,5
blk_753559000954836892,3
blk_9085898147979939648,3
blk_-5403209762224435166,3
blk_-6932221506331060207,3
blk_-7693277678281547790,3
blk_3792448673967861371,5
blk_5496448884081025648,5
blk_1102735311308675356,5
blk_7094265091490664593,5
blk_-1271403908410292619,5
blk_-2439225174716664723,5
blk_-9220604860626391374,5
blk_-2557432794238860908,-1
blk_-8214089520956286311,7
blk_-8949548167466276130,4
blk_-4831379247767940447,7
blk_-7548149518969960333,4
blk_-7353572928777348242,4
blk_7206839389762980382,4
blk_-9171803179611497035,4
blk_-4598246018559857954,4
blk_-6901909114834172466,4
blk_-6075803209168884005,4
blk_-8617088607862430908,4
blk_7347539858784653625,7
blk_7855353385462032387,4
blk_3733339790842827121,4
blk_-9017308542351369260,4
blk_-3734839878416656496,6
blk_-8360774680830158225,4
blk_-6942784423611603919,4
blk_-5603192027616633151,4
blk_-7854501109698465657,4
blk_-4551689611865410817,4
blk_-1750007847201154657,4
blk_-3564493590065542578,4
blk_-2929627680703662712,4
blk_2708206493147801743,4
blk_-4110699195744660699,4
blk_7721951162137927252,4
blk_-1535908830476495455,4
blk_1184972950286241114,4
blk_-3396836569886642130,4
blk_22457656256024207,4
blk_5905689738251144455,4
blk_-2210703755506918304,4
blk_773599351835388127,4
blk_3921292580505776296,4
blk_4162832865986721185,4
blk_2156262111024914941,4
blk_4658551441818960395,4
blk_3076992299328673559,4
blk_6085442148007558065,4
blk_1746384029810476219,4
blk_4939101994162863442,4
blk_1144571179430079218,4
blk_8693774866554287286,4
blk_6695517786834913217,4
blk_70980361971054326,4
blk_6499414220139660338,4
blk_8598135237831029828,4
blk_7108974241330205218,4
blk_8929806114713265094,4
blk_6445339027653789144,4
blk_3235988328669699941,7
blk_8699831307500970779,4
blk_3221204570666147236,4
blk_-5808893254440551816,7
blk_3940282600163903101,1
blk_4233013542759682998,7
blk_7360639743953947587,4
blk_4182287230523664560,6
blk_995094303184954394,7
blk_3585424189730250601,2
blk_-5680441982827916621,1
blk_2089955821703690032,1
blk_1151012386083696649,2
blk_4149909442914612270,7
blk_2282833575688432184,1
blk_3960527526103274525,6
blk_-852118157909078164,7
blk_4292382298896622412,-1
blk_-185994527242886002,6
blk_8761786041973172187,2
blk_-5471660287004025096,2
blk_3755116621101133849,1
blk_-5542336029922582303,2
blk_165707910410871749,1
blk_2957756905007569214,1
blk_4884219613602801814,1
blk_6698851413708497072,6
blk_6730979070070986233,6
blk_-468830939205980722,4
blk_-7056746602297676104,6
blk_8473858691873523269,7
blk_6686361711974377273,6
blk_-6442394521537090621,2
blk_-5140072410813878235,-1
blk_6039898256291822367,2
blk_-7988596544606686086,8
blk_5729560286355779655,1
blk_-989798817617753264,2
blk_-2242088550278361724,6
blk_5602895463700536678,6
blk_7580930377559819562,-1
blk_429279891070363457,1
blk_-9132218772786220159,1
blk_-2901266958756042716,7
blk_6323743466920239525,6
blk_-7948158002985968470,1
blk_-8974021306351083168,7
blk_-4917866339076366459,1
blk_8063831442998721547,2
blk_-4468645577339843974,8
blk_9121519145462575118,7
blk_-6773301007994789531,1
blk_-878226404201600469,7
blk_-6031720401337601269,6
blk_-5159573936338473350,2
blk_-703436021914343546,1
blk_-8641647081502666269,6
blk_3542047035353248258,7
blk_-736188013503336717,1
blk_1188202922232921994,6
blk_-9049344623659872649,2
blk_4575129504644372394,1
blk_8574493302165689212,7
blk_5574898547439146021,2
blk_2474460483915499078,6
blk_7851643274522055587,6
blk_8097409435735325492,6
blk_-966013175018359901,1
blk_-6802153775367591521,8
blk_-3300851862683571086,6
blk_-2035996502664501008,2
blk_8222237992861447018,7
blk_6556854018013706836,7
blk_8302956190102508375,6
blk_-2583370070230800221,7
blk_392347292517057138,7
blk_1639683981444528748,1
blk_5525607749827896334,7
blk_6809155287484296510,1
blk_-5908283405801966540,1
blk_-4654885003331291932,8
blk_-8923698979247229952,6
blk_-2321016155994168744,2
blk_-2151458111813215098,6
blk_-1733154814375651491,1
blk_-3187293586306086277,7
blk_-7914996925059840931,7
blk_5379939266348893280,6
blk_8981795097778421111,3
blk_1979447750586388860,5
blk_3332848207645320273,5
blk_6881216037013929188,3
blk_7541621664406141215,5
blk_-1680175975862749862,3
blk_5176179471361959897,5
blk_-4385347171136037814,5
blk_8384329882986724706,5
blk_6392434729242722288,3
blk_1714886759174770356,5
blk_7400944190976416273,5
blk_8442157310069672329,5
blk_-5624558200776510955,3
blk_1481009974400305784,5
blk_355286618997526877,5
blk_-7369651436133452001,3
blk_-8353423262983821010,3
blk_7017399031777870797,3
blk_-6891122177443047531,4
blk_641646158310569454,8
blk_-9171930401624803515,4
blk_5938666289587069744,2
blk_-8294986551316947211,4
blk_-5718504625725408070,4
blk_-1941312615450572331,8
blk_2353918919834315845,4
blk_391507259220628397,4
blk_-1263913006422225885,4
blk_6542592144596063478,4
blk_-4473277914543734578,7
blk_1689772850125323349,4
blk_8615522912610884162,4
blk_107727140948970996,4
blk_-1598760065436384831,4
blk_8950932638808086257,4
blk_-8835758154471700679,6
blk_323887415551221572,7
blk_231502148921342925,6
blk_1349228381785843634,1
blk_-6754647973871368247,8
blk_-7539658633533020967,7
blk_6406847509870023726,6
blk_-7893636450787030202,2
blk_-5777981614298940026,6
blk_4231049049582051919,6
blk_8048594464172649365,-1
blk_4414644179961808738,7
blk_7661189768086976193,7
blk_-7170175035335391571,1
blk_4992622607400168655,2
blk_8971893898579544235,1
blk_-7418372263556457716,7
blk_-3417101330634563680,7
blk_4294115716822011564,6
blk_1865953191447352631,2
blk_2147212041377545584,7
blk_708101772844351082,1
blk_-5610308397633191834,1
blk_-7159695919045792245,1
blk_8850044049297409379,2
